"","ID","area_median","area_mean","area_sd","eccentricity_median","eccentricity_mean","eccentricity_sd","min_median","min_mean","min_sd","max_median","max_mean","max_sd"
"30","PNG48",2764.95501730104,2773.99031141868,481.193134675467,0.775890580920305,0.781705745180401,0.0201757293032106,47.0797154935261,46.8152043185855,3.9116196306979,75.0001291923141,75.2845154425645,7.3497932059653
"31","PNG49",4652.59515570934,4646.42214532872,633.797326778975,0.769758279474521,0.743751739277417,0.0621123337941902,62.0444602452948,62.5440745400218,2.91710469598523,97.2851658088188,94.8369227990674,9.90213409345396
"32","PNG5",3503.6678200692,3317.28166089965,342.119754926031,0.793721090193919,0.788956892636423,0.0479832695511498,51.5370650851407,50.7739826603321,3.93048998076482,83.7904873337408,83.4751495156124,5.44295321849212
"33","PNG51",3556.20761245675,3445.86851211073,1020.46136250638,0.798643819612611,0.754716351702609,0.106142327148564,50.935483641769,52.279738942544,6.09007690459494,90.2457561446471,83.1722414659038,16.6046849497746
"34","PNG52",2570.46366782007,2584.31557093426,806.286773381274,0.739055141785369,0.744682065341262,0.0257893725684986,46.1017140931083,46.5645161376404,7.92995550330802,71.1702485447818,69.6607850154338,9.70552432764464
"35","PNG55",5022.11764705882,5067.96955017301,437.788400516588,0.88499771254007,0.882861173046961,0.0145062797470729,55.918296907518,55.7872898607691,2.28232147527878,115.570112048939,119.389301402028,9.91018818100745
"36","PNG57",3210.57439446367,3456.65328719723,873.878495528423,0.806463684367708,0.755970877515342,0.140779641593507,50.9634270933654,51.879510669722,4.27497326953961,89.2069273494145,84.7791928678171,16.6115823765156
"37","PNG58",3737.41176470588,3648.49826989619,667.555840945641,0.791839301808205,0.792562474789788,0.0110813567167072,53.9734475020694,53.1689277601357,5.58473396182712,88.3753734689353,87.1162023736701,7.63402649883819
"38","PNG59",4121.13494809689,3930.06505190311,519.917085304731,0.779814404539922,0.775158910090476,0.0417973222051391,58.0098976542649,56.2815986843043,5.87313971436739,88.5940453506092,89.3916967734973,3.26560762619926
"39","PNG6",3637.70242214533,3459.11141868512,556.774001003449,0.793734075990202,0.786592477643086,0.0466137712676328,52.0236540149808,51.9557829720599,4.84750545740349,88.6533728637497,85.0931485371234,8.69472610171726
"40","PNG66",3369.41176470588,3589.99031141869,1107.8610565332,0.688974279881341,0.658137241001177,0.107865890233084,60.4368150905944,57.927069582645,10.8921092164924,77.1127710867228,77.9483194640119,11.7446958121225
"41","PNG67",2608,2498.08166089965,535.87160378902,0.732938806505223,0.738968296446285,0.0357742582105487,47.1132011040415,46.1576811547826,6.37995535207203,71.1108282213915,68.4576584534747,6.40477487799733
"42","PNG68",3227.79238754325,3443.64290657439,1251.33231944614,0.809579645798265,0.799279999421923,0.0419214606040113,49.1870394233105,50.500258584227,7.76057558631693,83.7924998797917,85.4118463706522,17.3316245413108
"43","PNG7",4299.40484429066,4654.02906574394,1269.12593215138,0.798068969594007,0.804146732101567,0.0247815535471361,58.8989454265426,58.9331888899815,6.77116157362613,93.5576127311821,100.000161658755,16.4283128306173
"44","PNG71",4972.78892733564,4744.1937716263,1069.6285362858,0.811175378056871,0.814597438593399,0.0172020064731906,61.3002410267068,59.3499945290052,7.7485884303965,105.519738000725,102.318069474455,11.2528808608284
"45","PNG72",5078.75432525952,5046.5107266436,627.169847650149,0.721544714791186,0.664852455006172,0.102854145788973,70.2504210848914,68.7944602162309,6.05301061600438,95.6560612574364,93.7193194017787,7.52036238043005
"46","PNG73",5223.41868512111,5143.56262975779,2058.21165800254,0.764606365778431,0.761833792009532,0.0460802321779097,69.5828703288238,64.1640769935717,13.6526701232688,95.9147525075217,99.9619985576471,23.6075465611988
"47","PNG74",4021.75778546713,4395.79238754325,1146.62517401617,0.743071168563096,0.743003290136494,0.0392933313264938,58.6287168053086,60.9222856070445,8.88320808791548,87.6085330538703,91.2534211043157,10.66677390123
"48","PNG75",5505.21799307958,5241.2124567474,470.063170703486,0.727680813426222,0.751297818254956,0.0557238776931283,65.7652519765795,66.4071413321668,4.92626072783833,101.330855885528,101.614163669628,5.69602085496247
"49","PNG76",4120.69204152249,4754.75709342561,1135.20859827508,0.817302025467439,0.825405411585896,0.0267882561573709,56.3995332317464,58.1065975926106,6.11742269046014,96.121330291627,103.68872000256,14.1797936003678
"50","PNG77",3942.03460207612,3876.28512110727,329.326379210311,0.848737027490675,0.847528869323478,0.0106317418835515,52.450114762568,51.3582848082865,2.59014674482847,95.2839299500113,96.8203680296322,3.94185438617562
"51","PNG78",7172.37370242215,7160.71418685121,361.553716864476,0.791470795938279,0.796896893299114,0.0116031763169426,75.058215791391,74.455952310306,1.27765638586736,121.952850499391,123.385846158973,4.65631295517608
"52","PNG79",3484.51211072664,3870.2062283737,958.491988628085,0.786792320116087,0.794691590907095,0.0296419398358633,51.3938284042331,54.5624840562859,6.96880934290709,89.5177204187887,90.2364412337509,10.6080161557354
"53","PNG8",5425.99307958477,5636.56193771626,1235.62370230702,0.741937621301364,0.637805092450225,0.174172973810382,75.0922391364733,72.6305134429371,9.11346705318873,92.0752789425679,98.5464326243218,14.45319728658
"54","PNG82",5058.71280276817,5049.63321799308,690.462110218542,0.786674827627184,0.758346316035358,0.085037789094533,63.9850251110513,63.9551170331427,3.95376147504329,109.719894976819,101.256633369862,13.1031204884649
"55","PNG84",4518.64359861592,4261.02698961938,611.60499993066,0.697079906616309,0.645581186996099,0.16792652913804,65.5566967458767,63.3795604996887,7.40917656194687,86.4873949797621,85.9389767674759,7.42141144360225
"56","PNG85",4155.57093425606,4347.29411764706,580.958618794382,0.791162673209987,0.791976098603818,0.0206685642372559,57.4053337581351,58.1882976026658,4.43642622897455,96.133695579224,95.4240644281186,5.68337282947612
"57","PNG86",3962.57439446367,3842.76816608997,734.374725220157,0.838241194833769,0.821169813804601,0.0875578840602155,48.9316213305013,52.3163253409113,9.303563245114,90.6744845106913,94.6730219475841,8.91580583268027
"58","PNG87",6514.82352941176,6254.83737024221,820.6991626508,0.806888673309562,0.704456074662664,0.172988133086176,69.5009183780405,73.0651005389956,9.01757657829294,114.679212462776,110.650456331801,16.1405548398567
"59","PNG88",5758.94809688581,5444.7169550173,813.082189919375,0.800554084765337,0.774318344637511,0.061093870255539,66.9309011283784,65.960990763964,6.63212190287823,100.3654988931,105.614866141256,9.91147587311431
"60","PNG89",5292.62283737024,5180.78892733564,652.934039785475,0.817791190702472,0.814511146860351,0.0178249304593834,63.7465698480532,61.9111512992805,4.76821364492444,106.728405493698,106.782231792497,5.99437277946579
"61","PNG9",3234.54671280277,3364.09688581315,943.603731072047,0.743083418226707,0.73259565023899,0.089767929108206,51.3129178084535,53.7336210934745,10.9366228872,79.7641183200273,79.6563964613341,6.71501019762235
"62","PNG91",3059.87543252595,3427.3660899654,805.438165126274,0.781467123279043,0.776766369670698,0.0279254524354505,50.8439030032061,52.0594583102324,4.84087717504884,76.8044999589544,83.2836025200358,11.704092648372
"63","PNG93",3255.6955017301,3473.20692041522,727.724856461126,0.826382775933958,0.82124971920108,0.0354357278830226,46.55000158008,50.061150429208,6.17114587835087,89.8019199243646,88.3190318513883,9.38115816411598
"64","PNG94",3941.70242214533,3440.1660899654,1118.17727836733,0.806341537550934,0.795599380908644,0.0403518656235236,57.0975229775446,50.9916155790889,10.3449275944629,87.0371562260218,84.2261338654701,12.9613699768157
"65","PNG95",3900.51211072664,3753.99861591696,716.292995549638,0.817405522369805,0.803421510039833,0.0315158940721717,53.3834601845019,53.1902002722025,5.7933937707782,89.7020462594544,89.6470057659192,8.46597160762489
"66","PNG96",6346.07612456747,6516.07474048443,827.60725184271,0.743868764866784,0.71794840651685,0.1064027342182,74.4150153405297,75.1424336512266,6.83059008300115,108.874148016425,110.886006060465,11.0145780890209
"67","PNG97",4947.21107266436,4419.54325259516,1401.66227321256,0.700924216005019,0.713569622472234,0.0823695475385431,64.0756051003482,61.4290880314013,8.18003467209791,93.5624546645905,90.4767367752692,19.9460351290895
